review_score,review_count,price,address,image,star,Pool,No_smoking_room,Families_room,Room_service,Free_parking,Breakfast,24h_front_desk,Airport_shuttle,Staff,Facilities,Cleanliness,Comfort,Affordable,Location,Wifi
6.4,270,170000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/220327546.jpg?k=4355e49c25eebc433d1bd88cffc983d56702265d987377786cbe53805d0df30c&o=,0,1,0,1,1,0,0,1,0,7.3,6.5,6.7,6.5,7.6,7.9,7.5
8.5,156,180000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/469652243.jpg?k=d6897bedfc18141f215b400b334ddaf9c48ab3b57005643c157bd33a39f763a1&o=,0,1,0,0,1,1,1,1,0,9.6,8.2,8.2,8.2,9.1,9.4,
7.0,18,220000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/511934386.jpg?k=ad78006b2555d6903c60ab317bb815c502af4ab8874092e6c7fbb7d1e7517f10&o=,0,1,0,1,1,1,0,1,0,8.5,6.5,6.4,6.6,7.5,8.0,
8.0,274,230000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/444936091.jpg?k=12485b7f7ec19065678486c6dfaace3db1ad3029329872e31cb9cfcb0d523eb8&o=,0,1,0,1,1,0,0,0,0,9.2,7.6,7.8,7.8,8.6,9.2,8.1
7.2,178,250000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/480486575.jpg?k=7bc2032a16604c67c8cac6e2c1cceb9c5540ed9505017a66c48df75de8692b26&o=,0,1,1,1,0,1,1,0,0,8.1,7.2,7.1,7.2,7.9,7.8,7.8
8.8,6,250000,Quận 12,https://cf.bstatic.com/xdata/images/hotel/square240/502418580.jpg?k=7000b824274381238972f2b9a2f08b4a8ae037f8ec372934f0b77695178cbf86&o=,0,1,1,1,1,1,0,1,0,9.1,9.4,9.4,9.1,9.4,8.9,
7.4,66,255000,Quận Bình Tân,https://cf.bstatic.com/xdata/images/hotel/square240/177694196.jpg?k=f3b635d5d14712828739bacc7b8797f738ce412b73435c02c4a0004f2062c6fa&o=,0,1,1,1,1,1,0,1,1,7.9,7.1,7.3,7.3,7.6,8.0,6.3
8.0,348,258000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/370558283.jpg?k=233f045b9a89dfd17a6ad459e820fcd949be690d2a228784e75008a5643c383e&o=,0,1,0,0,0,0,0,0,0,8.6,7.8,8.2,8.0,8.7,9.0,9.8
8.0,343,260000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/479060977.jpg?k=4683ba2a9dc3a939b638f0c664b2d957b7b837da330a50512a057e60207e92a0&o=,0,1,0,1,0,1,1,1,1,8.8,8.1,8.2,8.3,8.8,9.3,9.6
6.2,8,260000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/494263238.jpg?k=e81b2c306208078886e260963940b41317caaa5161ea9fc5862c6cc1be2b9829&o=,0,1,0,0,0,1,0,1,0,7.5,6.3,6.6,6.6,6.9,8.4,
8.5,482,275000,Quận Phú Nhuận,https://cf.bstatic.com/xdata/images/hotel/square240/506023961.jpg?k=e7cd581dc3e1ba9e54fb2b8a6971d7d2ffa1bf1e1ef8279f81050d9126dc0f4e&o=,0,1,0,0,0,1,0,0,0,9.2,8.5,8.5,8.5,9.0,8.4,8.9
6.7,75,279000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/480735719.jpg?k=5c0b6c14cecd00b760777429c576611155aabbce219bb11b8dffc567e0482610&o=,0,1,0,1,1,1,1,1,1,8.7,7.0,7.0,7.0,7.7,8.0,6.7
8.2,22,280000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/484754702.jpg?k=2fcfce93ba1aacfc2f89c1e27d3e1046dc6510d7a7fbd873ea8100c022d2dedd&o=,0,0,0,0,0,0,0,0,0,,,,,,,
5.2,16,280000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/354323517.jpg?k=2443c8a07f9e931f2450a6875f62c43096448d17d9a00ba05794884fafbb8815&o=,0,1,0,0,1,0,0,0,0,6.7,5.0,5.2,6.4,5.9,7.0,
6.4,270,170000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/220327546.jpg?k=4355e49c25eebc433d1bd88cffc983d56702265d987377786cbe53805d0df30c&o=,0,1,0,1,1,0,0,1,0,7.3,6.5,6.7,6.5,7.6,7.9,7.5
8.5,156,180000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square200/469652243.jpg?k=d6897bedfc18141f215b400b334ddaf9c48ab3b57005643c157bd33a39f763a1&o=,0,1,0,0,1,1,1,1,0,9.6,8.2,8.2,8.2,9.1,9.4,
7.0,18,220000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/511934386.jpg?k=ad78006b2555d6903c60ab317bb815c502af4ab8874092e6c7fbb7d1e7517f10&o=,0,1,0,1,1,1,0,1,0,8.5,6.5,6.4,6.6,7.5,8.0,
8.0,274,230000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/444936091.jpg?k=12485b7f7ec19065678486c6dfaace3db1ad3029329872e31cb9cfcb0d523eb8&o=,0,1,0,1,1,0,0,0,0,9.2,7.6,7.8,7.8,8.6,9.2,8.1
7.2,178,250000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/480486575.jpg?k=7bc2032a16604c67c8cac6e2c1cceb9c5540ed9505017a66c48df75de8692b26&o=,0,1,1,1,0,1,1,0,0,8.1,7.2,7.1,7.2,7.9,7.8,7.8
8.8,6,250000,Quận 12,https://cf.bstatic.com/xdata/images/hotel/square200/502418580.jpg?k=7000b824274381238972f2b9a2f08b4a8ae037f8ec372934f0b77695178cbf86&o=,0,1,1,1,1,1,0,1,0,9.1,9.4,9.4,9.1,9.4,8.9,
7.4,66,255000,Quận Bình Tân,https://cf.bstatic.com/xdata/images/hotel/square200/177694196.jpg?k=f3b635d5d14712828739bacc7b8797f738ce412b73435c02c4a0004f2062c6fa&o=,0,1,1,1,1,1,0,1,1,7.9,7.1,7.3,7.3,7.6,8.0,6.3
8.0,348,258000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/370558283.jpg?k=233f045b9a89dfd17a6ad459e820fcd949be690d2a228784e75008a5643c383e&o=,0,1,0,0,0,0,0,0,0,8.6,7.8,8.2,8.0,8.7,9.0,9.8
8.0,343,260000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/479060977.jpg?k=4683ba2a9dc3a939b638f0c664b2d957b7b837da330a50512a057e60207e92a0&o=,0,1,0,1,0,1,1,1,1,8.8,8.1,8.2,8.3,8.8,9.3,9.6
6.2,8,260000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square200/494263238.jpg?k=e81b2c306208078886e260963940b41317caaa5161ea9fc5862c6cc1be2b9829&o=,0,1,0,0,0,1,0,1,0,7.5,6.3,6.6,6.6,6.9,8.4,
8.5,482,275000,Quận Phú Nhuận,https://cf.bstatic.com/xdata/images/hotel/square200/506023961.jpg?k=e7cd581dc3e1ba9e54fb2b8a6971d7d2ffa1bf1e1ef8279f81050d9126dc0f4e&o=,0,1,0,0,0,1,0,0,0,9.2,8.5,8.5,8.5,9.0,8.4,8.9
6.7,75,279000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/480735719.jpg?k=5c0b6c14cecd00b760777429c576611155aabbce219bb11b8dffc567e0482610&o=,0,1,0,1,1,1,1,1,1,8.7,7.0,7.0,7.0,7.7,8.0,6.7
8.2,22,280000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square200/484754702.jpg?k=2fcfce93ba1aacfc2f89c1e27d3e1046dc6510d7a7fbd873ea8100c022d2dedd&o=,0,0,0,0,0,0,0,0,0,,,,,,,
5.2,16,280000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/354323517.jpg?k=2443c8a07f9e931f2450a6875f62c43096448d17d9a00ba05794884fafbb8815&o=,0,1,0,0,1,0,0,0,0,6.7,5.0,5.2,6.4,5.9,7.0,
7.2,219,324000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/514896044.jpg?k=7a1247e8169e2ff52b9cb2b2ad1825476e5a85082bc63922021cee1003431b44&o=,0,1,1,1,0,1,0,0,0,7.8,7.5,7.6,7.5,7.6,8.0,10.0
9.5,285,330000,Quận 5,https://cf.bstatic.com/xdata/images/hotel/square240/471856550.jpg?k=267596a9fdddee5b30bd565ec4d3d6bb6701c2efc389d54543c515721cfabc85&o=,0,1,0,1,1,1,0,1,0,9.9,9.4,9.5,9.6,9.8,9.1,9.5
7.9,217,330000,Quận Thủ Đức,https://cf.bstatic.com/xdata/images/hotel/square240/389668874.jpg?k=59d85dd9d5f1693d3eef3b84c3d4dae6ca87c88bc3057766f557b91113bc4916&o=,0,1,1,1,1,1,0,1,0,8.5,7.7,8.1,8.0,8.1,8.1,6.6
6.8,6,330000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square240/497326580.jpg?k=719ad53883e4734560f6611c4be4a532a6ebf628a29aa3038204270e12e7df7d&o=,0,1,1,1,1,1,0,1,0,7.0,6.5,7.5,7.5,6.5,7.5,
7.8,28,330000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/197153832.jpg?k=8f40afd8dd8a50df22f1dc681c11193e1c18689a5b44eab81709a1af923e63f4&o=,0,1,1,1,1,1,0,1,0,8.3,7.2,8.0,7.8,7.7,8.0,9.2
7.4,169,335000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/363338970.jpg?k=37fe69e44d10d8d1ac5fe672be8f684b9d42a6caee2b2565acc57a2c5781c694&o=,0,1,0,1,1,1,0,1,0,7.8,7.3,7.6,7.7,7.8,8.6,
5.8,6,342000,Quận Bình Tân,https://cf.bstatic.com/xdata/images/hotel/square240/508713605.jpg?k=a3f98fed9b4ca54c4f4f94bcd7f203dc7d0a4be8fb1e5c91cb4117c82f8da9cb&o=,0,1,0,1,1,0,0,1,0,6.0,6.0,6.0,6.0,5.5,5.5,
6.1,22,348000,Quận 12,https://cf.bstatic.com/xdata/images/hotel/square240/442519915.jpg?k=900f45eec3f43b50991b5a0c4723239a12c1868b7f563a499e5a98be691a6f7f&o=,0,1,1,1,1,1,0,1,0,7.3,6.8,7.0,7.1,6.7,6.8,
7.8,5,349000,Quận Tân Phú,https://cf.bstatic.com/xdata/images/hotel/square240/537764114.jpg?k=14e07583c5054536d268789fec0faaf6e439712c771eabe3d1e00680a4ceaec7&o=,0,1,0,1,1,1,0,1,0,8.5,8.0,9.0,7.5,8.0,8.5,
8.0,18,349180,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/514034131.jpg?k=3748d3a514fca63d4899df09ce761ffd47d44de4b4f8081ae64df8e7505db66d&o=,0,1,0,1,1,1,0,1,0,8.9,8.2,8.4,8.5,8.6,7.2,
7.3,145,349200,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/335205268.jpg?k=458a7b448c8243a0b389ef66d9eaa489e094577253347ef043e5ec13850d3b64&o=,0,1,1,1,1,1,0,1,0,8.5,7.2,7.5,7.5,7.7,8.1,6.7
8.3,7,350000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/522046922.jpg?k=1a921dd87e95138b8903e71e350e77ca29bdd12f39921f4f56feaa82d934d8e0&o=,0,1,0,0,0,0,0,0,0,8.3,8.3,8.8,8.3,7.9,9.2,
7.8,5,350000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/521563601.jpg?k=7e701fa47987f6c6d0b26f629ba475c39f83acfd42cc4887eec898f17ecc853f&o=,0,1,0,0,0,0,0,0,0,8.6,6.7,8.8,7.1,7.5,8.8,
6.5,33,350000,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/415396883.jpg?k=82396f1331c9fe1fd695c91a6824b89a5896d7364a2a20384e9a25049db6301f&o=,0,1,1,1,1,1,0,1,0,7.6,6.7,7.6,7.8,6.8,7.6,
6.9,206,350000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/161539019.jpg?k=43092e5d52ea34fd4276ac59f460f7a5d63945d12444ab7d437e6f421758edda&o=,0,1,0,1,1,0,0,0,0,7.2,7.0,6.8,7.1,7.6,8.4,8.2
7.8,9,350000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/145636839.jpg?k=9feb091d7534e247239f23c54eb517eebb3541ca82089f9c9885736ca1d2c553&o=,0,0,0,0,0,0,0,0,0,,,,,,,
7.1,14,350000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/16573738.jpg?k=bfb6810d1e6f7776a0cf78c43f1ce915172bd3fbd4f44d2d9eccdf5f34b0e46d&o=,0,1,0,0,1,1,0,1,0,7.8,7.5,7.7,7.3,7.3,8.2,7.5
7.5,19,350000,Quận 9,https://cf.bstatic.com/xdata/images/hotel/square240/365716341.jpg?k=1176a739df5fa90d9dea46289d9e831daf01588234592f2f0a881fbde19e2f5a&o=,0,1,0,1,1,1,0,1,1,8.0,7.5,8.2,7.9,7.8,7.6,7.5
6.4,270,170000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/220327546.jpg?k=4355e49c25eebc433d1bd88cffc983d56702265d987377786cbe53805d0df30c&o=,0,1,0,1,1,0,0,1,0,7.3,6.5,6.7,6.5,7.6,7.9,7.5
8.5,156,180000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square200/469652243.jpg?k=d6897bedfc18141f215b400b334ddaf9c48ab3b57005643c157bd33a39f763a1&o=,0,1,0,0,1,1,1,1,0,9.6,8.2,8.2,8.2,9.1,9.4,
7.0,18,220000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/511934386.jpg?k=ad78006b2555d6903c60ab317bb815c502af4ab8874092e6c7fbb7d1e7517f10&o=,0,1,0,1,1,1,0,1,0,8.5,6.5,6.4,6.6,7.5,8.0,
8.0,274,230000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/444936091.jpg?k=12485b7f7ec19065678486c6dfaace3db1ad3029329872e31cb9cfcb0d523eb8&o=,0,1,0,1,1,0,0,0,0,9.2,7.6,7.8,7.8,8.6,9.2,8.1
7.2,178,250000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/480486575.jpg?k=7bc2032a16604c67c8cac6e2c1cceb9c5540ed9505017a66c48df75de8692b26&o=,0,1,1,1,0,1,1,0,0,8.1,7.2,7.1,7.2,7.9,7.8,7.8
8.8,6,250000,Quận 12,https://cf.bstatic.com/xdata/images/hotel/square200/502418580.jpg?k=7000b824274381238972f2b9a2f08b4a8ae037f8ec372934f0b77695178cbf86&o=,0,1,1,1,1,1,0,1,0,9.1,9.4,9.4,9.1,9.4,8.9,
7.4,66,255000,Quận Bình Tân,https://cf.bstatic.com/xdata/images/hotel/square200/177694196.jpg?k=f3b635d5d14712828739bacc7b8797f738ce412b73435c02c4a0004f2062c6fa&o=,0,1,1,1,1,1,0,1,1,7.9,7.1,7.3,7.3,7.6,8.0,6.3
8.0,348,258000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/370558283.jpg?k=233f045b9a89dfd17a6ad459e820fcd949be690d2a228784e75008a5643c383e&o=,0,1,0,0,0,0,0,0,0,8.6,7.8,8.2,8.0,8.7,9.0,9.8
8.0,343,260000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/479060977.jpg?k=4683ba2a9dc3a939b638f0c664b2d957b7b837da330a50512a057e60207e92a0&o=,0,1,0,1,0,1,1,1,1,8.8,8.1,8.2,8.3,8.8,9.3,9.6
6.2,8,260000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square200/494263238.jpg?k=e81b2c306208078886e260963940b41317caaa5161ea9fc5862c6cc1be2b9829&o=,0,1,0,0,0,1,0,1,0,7.5,6.3,6.6,6.6,6.9,8.4,
6.7,75,279000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/480735719.jpg?k=5c0b6c14cecd00b760777429c576611155aabbce219bb11b8dffc567e0482610&o=,0,1,0,1,1,1,1,1,1,8.7,7.0,7.0,7.0,7.7,8.0,6.7
8.2,22,280000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square200/484754702.jpg?k=2fcfce93ba1aacfc2f89c1e27d3e1046dc6510d7a7fbd873ea8100c022d2dedd&o=,0,0,0,0,0,0,0,0,0,,,,,,,
5.2,16,280000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/354323517.jpg?k=2443c8a07f9e931f2450a6875f62c43096448d17d9a00ba05794884fafbb8815&o=,0,1,0,0,1,0,0,0,0,6.7,5.0,5.2,6.4,5.9,7.0,
6.9,222,380240,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/320276384.jpg?k=8f38393bf562883e57e1ecbcdc49222dd68b1af2bcb2f0ba5626f7a406e67fc6&o=,0,1,0,0,1,1,0,0,0,7.6,6.7,6.9,7.0,7.2,8.0,6.1
9.0,405,382400,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/170849918.jpg?k=7eb201bbcb57416fd469795ebe5dd442c7097c3b01b225ce1e258356091fb1e2&o=,0,1,1,1,0,1,0,1,1,9.7,8.8,9.2,9.0,9.5,9.6,8.3
8.0,5,384000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/523773454.jpg?k=6eaa7081cbbb8c41f4bf19c7a171e5e2b981ba9d1527ca98fa97669dfab01ca0&o=,0,1,0,0,0,0,1,0,0,8.4,8.2,7.1,7.9,7.9,8.6,
5.5,62,385000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square200/323384261.jpg?k=d52fb7db84dc8f027ec159b1f08a8b21839689d8491c38e2044a0d8c0995ca0e&o=,0,1,0,1,0,0,0,0,0,6.4,5.3,5.4,5.6,5.7,7.1,
7.2,11,385000,Quận 3,https://cf.bstatic.com/xdata/images/hotel/square200/516955954.jpg?k=6a9bd9dc50a06dfe1780ffbedb4658adf5a5c3d5e7fc0de3ab7a21772cb89718&o=,0,1,0,0,0,0,0,0,0,6.3,6.7,7.1,6.7,6.7,7.5,
7.9,145,387100,Quận Thủ Đức,https://cf.bstatic.com/xdata/images/hotel/square200/346702131.jpg?k=afd3835189ada6601411a9ad63e40bed08b16649679527f0c36c883fc1df224c&o=,0,1,1,1,1,1,1,1,1,8.7,7.8,7.8,8.0,7.9,7.7,8.5
8.9,399,390000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/477352574.jpg?k=45ff3a5e21277ff0762f3511e34c85025f1dc1b1c62b95a9d717e1c4461b571c&o=,0,1,0,1,1,0,0,1,1,9.6,8.8,9.1,9.1,9.4,9.2,9.0
8.1,111,390000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square200/134705220.jpg?k=b3dd17f0e1021108c92a2799cbe68f0667c58e236acccd1c860481ccb991f5d0&o=,0,1,1,1,1,0,0,1,0,8.6,8.0,8.4,8.4,8.3,8.2,6.3
9.7,15,390000,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square200/466653636.jpg?k=13f791885d4e5a4ea393a9963cb1c8cdaeaea10e21930378af37c9b3c0f7563c&o=,0,1,0,1,0,1,0,0,0,9.7,9.7,9.7,9.8,9.7,9.1,
8.1,36,395100,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square200/470700010.jpg?k=1aae4a847c434700d2ec2ded60dd8baf54030a824b31f6b44e3e3f765a2e3275&o=,0,1,1,1,1,1,0,1,0,8.7,7.9,8.2,8.3,8.4,8.4,8.9
7.9,160,395300,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/481215809.jpg?k=b636e1e4b8caf9e41bd5e7a4a3f49df7abdd619f2251758d45582cb7aa25ba93&o=,0,1,1,1,1,0,0,1,0,8.9,7.8,8.0,7.9,8.4,8.8,2.5
9.1,260,398000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/243426899.jpg?k=5c92a0d800d80728ad983816108aae86bad8379d4bf1e520c016455bbc757c4b&o=,0,1,0,1,1,0,0,1,1,9.8,8.6,8.8,8.9,9.4,9.6,9.6
8.9,7,398650,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square200/491521757.jpg?k=f8b7e19a71f4a72d7553873864d449e1600b11f7ece6d30cd72be37bd301c9e9&o=,0,1,0,0,0,1,0,0,0,8.6,9.3,8.9,8.9,8.6,8.9,
8.6,99,399000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/254581472.jpg?k=c021c179b321bccef77b164e8174f6e24245c5ea126876f1ff59af1fae9d12c0&o=,0,1,1,1,0,1,0,0,0,9.0,8.6,8.8,8.9,8.7,8.4,9.3
5.7,14,399000,TP. Hồ Chí Minh,https://cf.bstatic.com/xdata/images/hotel/square200/412016631.jpg?k=20e97c840db63edf6e443467dafe5795f9882084e1b920e4b05be2cf38800cc4&o=,0,1,0,1,1,1,0,1,0,7.3,6.5,6.5,6.7,6.7,7.7,
7.9,254,400000,Quận 10,https://cf.bstatic.com/xdata/images/hotel/square200/189398334.jpg?k=9b6f94cd8a65848285b66f48e76997bfe276e8cc102695f483d080f4d7314afd&o=,0,1,1,1,1,1,0,1,0,8.4,7.8,8.0,8.0,8.1,8.3,7.4
8.1,291,400000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/234056600.jpg?k=5a64371dfd553fbe9b8df33519da7bad5cf759fc614cfd60b8e03321575d87d6&o=,0,1,0,1,1,0,0,1,0,8.5,8.1,8.5,8.6,8.6,8.9,7.5
7.6,57,400000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/484744985.jpg?k=d9b66f1823af89b68635a6f56e389af8132062b606c16ef61d94a5c5a2c95b21&o=,0,1,1,1,1,0,0,1,1,8.6,7.5,7.7,7.9,8.2,8.4,7.5
7.0,82,339466,Quận Tân Phú,https://cf.bstatic.com/xdata/images/hotel/square240/303825411.jpg?k=b5032d1e1211ebb7baaf00cd48601f31241614452206533e5d8e893885f5b355&o=,0,1,0,1,1,1,0,1,0,8.0,7.5,7.4,7.5,7.7,7.5,
7.6,220,384844,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/256014440.jpg?k=0971376707e1e29ba55ea3c0a44142afe02175a2cdba02b9d16a6bd71785eb8d&o=,0,1,0,1,1,1,1,1,0,8.9,7.2,7.8,7.7,7.9,8.6,9.5
7.4,5,400000,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/509523160.jpg?k=76698964d80516a36403e1203754fbc8b0397eca09dc09bfe27d8eeedfd7d1aa&o=,0,1,1,1,1,1,0,1,0,9.6,7.1,7.9,7.9,9.2,8.8,5.0
7.0,22,400000,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/116644654.jpg?k=e64c6451404671b5d93530d384f299b96c4bdc22b648559cf9b654398f522e25&o=,0,1,1,1,1,1,0,1,1,7.9,7.0,6.9,6.7,7.6,7.6,
7.2,5,400000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/524796256.jpg?k=905b85e2a6d3e0c6d53a8a03e3655091fc1350cbd0a91803d19043491e162cc0&o=,0,1,0,1,0,0,0,0,0,9.2,7.9,7.1,7.5,8.3,8.8,
9.0,5,401200,Quận 2,https://cf.bstatic.com/xdata/images/hotel/square240/519806457.jpg?k=38ca8761b1764d7cd457220755b98f118025b5db1becd8738e5d90b178f6353f&o=,0,1,1,1,0,1,0,1,0,8.8,9.5,9.5,9.5,8.3,9.6,
8.1,286,405000,Quận Gò Vấp,https://cf.bstatic.com/xdata/images/hotel/square240/159470164.jpg?k=c967aa934fc8ffdec0a765aaab23d9346ab9a5253a53517ccbdbe16330ee873f&o=,0,1,0,1,1,1,0,1,0,8.6,8.2,8.2,8.2,8.3,8.1,6.3
6.9,7,405000,Quận 7,https://cf.bstatic.com/xdata/images/hotel/square240/516494351.jpg?k=84858526311d21c1a35030f260bdb28c3ceac1cbf7ef759ca3c2ed5c00a1f71e&o=,0,1,0,1,1,1,0,1,0,6.9,6.6,6.3,7.9,8.3,7.5,
7.2,17,410000,Quận Thủ Đức,https://cf.bstatic.com/xdata/images/hotel/square240/132734654.jpg?k=097f596b823e36ea4ae24e6dce0f9472bbfbce3333ee8e9e947280adc744354c&o=,0,1,1,1,0,1,0,1,1,8.2,7.6,7.6,7.9,7.6,8.1,7.5
6.4,135,410000,Quận 3,https://cf.bstatic.com/xdata/images/hotel/square240/179254425.jpg?k=ca6387d74e3698ed7ff1b7beddcc7c9368b9c9912940fd198864fdf0c19137fd&o=,0,1,1,1,1,1,1,1,1,7.6,6.5,6.4,6.6,7.2,7.6,6.0
6.3,32,410000,Quận 5,https://cf.bstatic.com/xdata/images/hotel/square240/254437976.jpg?k=08676226d5a822ca49865b21832573ae9e540685af5d087f53ca3965e4de5065&o=,0,1,0,0,1,0,0,1,0,6.5,6.0,6.2,6.0,6.3,7.3,
5.9,9,411110,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/511495323.jpg?k=9af0340b573551e74990fe2d0a41fce880c8074de1495fbfc60d71ed6d09fdea&o=,0,1,0,0,0,1,1,0,0,7.2,6.9,6.4,6.1,5.8,6.7,
5.2,11,413345,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square240/404016630.jpg?k=d2e7b41f87b6ebb76758530c1c47e212f09fa92cd82805a1f2d3b74350298380&o=,0,1,0,1,1,1,0,1,0,5.5,5.8,5.5,5.5,5.8,5.8,2.5
7.2,36,420000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/477978120.jpg?k=bc87d6dc71bf0fc2be2e269e8b30d9f8d66bf530ac6371f20ed3f2c924292f71&o=,0,1,0,0,0,1,1,0,0,8.8,7.2,7.8,7.5,7.7,8.8,
8.4,103,427500,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square240/521002494.jpg?k=94a7b472779f3dc9e25974ff083214475fa5aa726b5878424939947332d7ae38&o=,0,1,0,0,0,0,1,0,0,9.7,8.1,8.3,8.0,8.9,9.3,
9.6,41,440000,Quận 4,https://cf.bstatic.com/xdata/images/hotel/square240/521002191.jpg?k=7912543bbb0d75ce3f26f9d74e51135303e5788c0dd11339b616cae64dcb4df6&o=,0,1,0,1,0,0,0,0,0,9.9,9.4,9.7,9.8,9.8,9.1,7.5
6.4,270,170000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/220327546.jpg?k=4355e49c25eebc433d1bd88cffc983d56702265d987377786cbe53805d0df30c&o=,0,1,0,1,1,0,0,1,0,7.3,6.5,6.7,6.5,7.6,7.9,7.5
8.5,156,180000,Quận Tân Bình,https://cf.bstatic.com/xdata/images/hotel/square200/469652243.jpg?k=d6897bedfc18141f215b400b334ddaf9c48ab3b57005643c157bd33a39f763a1&o=,0,1,0,0,1,1,1,1,0,9.6,8.2,8.2,8.2,9.1,9.4,
7.0,18,220000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/511934386.jpg?k=ad78006b2555d6903c60ab317bb815c502af4ab8874092e6c7fbb7d1e7517f10&o=,0,1,0,1,1,1,0,1,0,8.5,6.5,6.4,6.6,7.5,8.0,
8.0,274,230000,Quận 1,https://cf.bstatic.com/xdata/images/hotel/square200/444936091.jpg?k=12485b7f7ec19065678486c6dfaace3db1ad3029329872e31cb9cfcb0d523eb8&o=,0,1,0,1,1,0,0,0,0,9.2,7.6,7.8,7.8,8.6,9.2,8.1
7.2,178,250000,Quận Bình Thạnh,https://cf.bstatic.com/xdata/images/hotel/square200/480486575.jpg?k=7bc2032a16604c67c8cac6e2c1cceb9c5540ed9505017a66c48df75de8692b26&o=,0,1,1,1,0,1,1,0,0,8.1,7.2,7.1,7.2,7.9,7.8,7.8
